,Open,High,Low,Close,Volume
2019-04-26,35.85506619997923,36.14502144724195,35.70800640535027,35.90873689646738,44690510
2019-04-29,35.66585934563561,35.89919608280352,35.25709148681433,35.62823031484239,18875206
2019-04-30,35.22976858583171,35.44475133781228,34.838451854771485,35.186145533792626,59090547
2019-05-01,34.943557831388006,35.145573407512465,34.6568357587289,34.920508741569435,66394473
2019-05-02,35.411886738474315,35.82578071247449,35.31815497619218,35.45168322523905,44087469
2019-05-03,35.605723050749475,35.80829028832138,35.29477319869193,35.65469200617609,72552127
2019-05-06,35.39039395370941,35.636752915672076,34.991146475689774,35.369666985903734,40461879
2019-05-07,35.755747727323545,35.80433314561169,35.492955914665586,35.67737972969706,36167544
2019-05-08,35.84474324075413,35.879062160456606,35.48100416147542,35.7489217460545,75991925
2019-05-09,36.23773801461962,36.62020248695872,36.18581815408182,36.323627599419204,58382891
2019-05-10,35.85963903634672,36.22491572761675,35.55026688344167,35.93405949136451,58191644
2019-05-13,35.85768277323284,36.15214502770351,35.5410056340213,35.762254146544144,27204925
2019-05-14,35.605049173876665,35.83976819177425,35.202453921984606,35.554589695924214,76249688
2019-05-15,34.827187814242244,35.151733395919344,34.37939470923563,34.7473397150016,52198579
2019-05-16,34.86575588463963,35.04816628188169,34.72377566862398,34.928074702052875,42078935
2019-05-17,35.10849767228616,35.226279342287114,34.85646847115491,35.09005731286401,42482616
2019-05-20,35.151094232217815,35.22797374208303,34.92592827920045,35.10872370553793,78859730
2019-05-21,35.03075296655468,35.156266345124266,34.67048289830192,34.99293710328068,38470337
2019-05-22,34.205931696350504,34.49419072599551,33.95208075416826,34.22479263235282,47331605
2019-05-23,33.91163331048771,34.310161150409634,33.726509805634805,34.01052335059942,33010323
2019-05-24,33.85660098792736,33.95516640907327,33.733398828448976,33.839763798877186,20190880
2019-05-27,33.37368213531333,33.80802085768084,33.11002765296037,33.42319494764297,48401816
2019-05-28,33.342105510241616,33.70490798471879,33.040330388180564,33.352060250520715,66703048
2019-05-29,33.67568571824543,33.77388470328812,33.28764361357212,33.583482733529884,26431928
2019-05-30,34.60704809723266,34.755965084512574,34.388446041993916,34.628025342709044,20339460
2019-05-31,34.81134412635927,34.897854053794674,34.40252105021919,34.74051482982613,48789180
2019-06-03,34.83445146854377,35.04424232504997,34.76836426002043,34.89967044985094,18400728
2019-06-04,34.909900809899774,35.01713050229563,34.538718123453606,34.87381467721618,14817167
2019-06-05,33.93150270665766,34.09407873489002,33.701437120173225,33.834666479386925,56682092
2019-06-06,33.75471771211187,34.011910722308954,33.461022426919236,33.835538680418,50385139
2019-06-07,33.78344647661704,34.094270398583284,33.677023602596435,33.88340524450599,31523136
2019-06-10,35.24729063384167,35.68114799760298,35.12604002666396,35.26134239318036,37387010
2019-06-11,35.082843890555466,35.49091018629055,34.80019192395273,35.168805140590315,24528821
2019-06-12,35.40749164911221,35.76282579209056,35.23865961878555,35.35480217183991,56329192
2019-06-13,35.439004834018846,35.50248536328345,35.07095269691931,35.351076385132465,32878786
2019-06-14,34.698069107992325,34.93532882656045,34.59071624326508,34.71181061699249,18032304
2019-06-17,35.31706866124814,35.650956342166126,35.159294707780965,35.36827237541572,45821030
2019-06-18,35.79837239837656,35.94464493517172,35.479922992441026,35.8124674724028,42424666
2019-06-19,36.333580138515416,36.39515567360518,35.91100710372274,36.28493340337651,31904952
2019-06-20,35.671511606591494,36.10010397135423,35.445376221034735,35.77689872383165,20848338
2019-06-21,36.62509594537216,36.92671209535757,36.19682803383131,36.605448924713,39603896
2019-06-24,35.83399447626131,36.04947366156348,35.426303783877444,35.8096528608143,62326775
2019-06-25,36.1936247690793,36.43160636493934,35.76384806894775,36.16374883001376,17776604
2019-06-26,37.41252071441448,37.72303346360402,37.16350510514871,37.470520115463,20129678
2019-06-27,36.945335625732504,37.0166124623095,36.719368504395874,36.89794698949153,19897442
2019-06-28,36.491906175580404,36.80175209213605,36.189160695005455,36.58159147389902,11035108
2019-07-01,36.59031407754596,36.824846419902634,36.2595724730179,36.65645617994585,42324470
2019-07-02,36.46111023298983,36.520080042659394,36.15283843323249,36.37871897250315,12074242
2019-07-03,35.55407081465546,35.91542771722032,35.140185229807585,35.503218174034835,76564424
2019-07-04,35.454442476292115,35.85666827396735,35.162723736407195,35.558184427908245,55158440
2019-07-05,34.92184658772738,35.3089337299351,34.6074727430024,34.974649300022136,65454617
2019-07-08,35.19612323968901,35.46237478598725,35.126567156387,35.25653747089178,27271425
2019-07-09,34.709522607966946,34.98457417651118,34.59720096903003,34.75731955414419,28311446
2019-07-10,35.59208726640388,35.82902522755413,35.331914470050215,35.646078291559135,32228367
2019-07-11,35.12555011333828,35.35438018646254,35.00324609741893,35.21799178527509,78875163
2019-07-12,35.04411550417341,35.21438920689373,34.8016148929884,35.05275099125878,56410650
2019-07-15,35.57758484232214,35.8895639917163,35.31814954361208,35.52797354990386,64351666
2019-07-16,34.873133877694094,35.16788541508907,34.64673078161737,34.85081575165619,50441040
2019-07-17,35.02992148542718,35.27085713857984,34.771716688143584,34.993625047313834,28439872
2019-07-18,35.65944039023533,36.00938703044817,35.40590709819103,35.749282087249235,74433202
2019-07-19,34.951652080620065,35.251178977222224,34.45117598979499,34.85722579883581,59016200
2019-07-22,35.047121650121866,35.10391104678762,34.69977937843933,34.97608693128573,65640716
2019-07-23,35.201953937985756,35.33178276278606,34.99774185231928,35.13763302807544,53177639
2019-07-24,35.664932232703045,35.814845926614296,35.35124549739431,35.595950739020445,69281102
2019-07-25,35.00474330506044,35.264698633392655,34.756687594397675,34.91409712481319,47877674
2019-07-26,34.20866106326985,34.60767125236755,34.094403524495206,34.19958026087404,69915563
2019-07-29,34.43985637241755,34.680139431649756,34.13868422838255,34.50190141404684,76881133
2019-07-30,34.70614105737512,35.058788232881135,34.481586451184725,34.68183943535778,46426144
2019-07-31,34.88755950525274,35.201728701916444,34.63016275184714,34.836792232460624,22505751
2019-08-01,35.0962305912672,35.222201087899876,34.934741010207006,35.04620198512764,50457970
2019-08-02,34.687019460435295,34.91125255784275,34.574013720324636,34.68255601854203,54920447
2019-08-05,34.737170365471506,35.060239406544284,34.62465557764559,34.82734699301298,23049353
2019-08-06,34.97971945287476,35.42001065873342,34.663463044517094,35.006790987426925,50371555
2019-08-07,34.71194508214126,34.78477527359771,34.45788421628044,34.62453200074376,57818749
2019-08-08,35.707880456461766,36.05356212942528,35.29589774225266,35.689796669952315,45346795
2019-08-09,35.985861756096554,36.19373100041647,35.79864526028791,35.97758721110783,56003901
2019-08-12,35.265229186896654,35.65243928296843,35.179720924100515,35.314205714155925,74283025
2019-08-13,35.67501381971933,35.94526577784439,35.397771624262134,35.703194582577936,57814123
2019-08-14,35.249964767943624,35.45509691028079,34.94414385442457,35.16654702692693,37668708
2019-08-15,35.663825925106934,36.00210637294079,35.33862937803957,35.628241211446465,41674195
2019-08-16,36.373808986343725,36.682932302108675,36.01852438114749,36.31119678505248,78811288
2019-08-19,35.843823432394096,36.240785525553235,35.523552341854895,35.85364473028396,21690251
2019-08-20,36.45543020514435,36.55578913360979,36.23969819181254,36.42696314117014,34794122
2019-08-21,36.62946245915222,37.02338995493664,36.55371879731765,36.68484550979815,77976702
2019-08-22,37.23312079852616,37.34569120275931,37.0558859638105,37.18727762490539,44612312
2019-08-23,38.3337574981342,38.60898919992617,37.95053802869417,38.35041661222208,13087714
2019-08-26,38.20415941814909,38.520676243512185,38.05959928580468,38.217333961636605,56262899
2019-08-27,37.8100498194549,38.0264591730812,37.5736066277642,37.77620483513685,26135519
2019-08-28,37.356668459130184,37.54515577105411,36.89681072311053,37.259135825530045,70292109
2019-08-29,36.69625909060679,37.23286671796272,36.373276931186986,36.792506887578845,55073616
2019-08-30,36.83531911810898,36.91871740871143,36.411195435439595,36.76368656655438,53250106
2019-09-02,36.93547730131263,37.31730457231021,36.8413805503382,36.98154526170895,23969223
2019-09-03,37.14984223292336,37.40628070821196,36.928172229283156,37.16234674098571,74625942
2019-09-04,37.5663368997898,37.83252949728798,37.466801568482346,37.674406689898305,65138447
2019-09-05,37.65420331920009,37.8661616146422,37.334065233835716,37.699205748277,29646137
2019-09-06,38.60421081963953,39.04922041632814,38.3902969128596,38.60360136698998,34954255
2019-09-09,38.35537087781784,38.87760282626896,38.00602181462754,38.45778177921244,75172686
2019-09-10,40.18445953144406,40.63522479083165,39.840113268840966,40.18660652596214,20718126
2019-09-11,40.71325977670378,41.093407751986966,40.35094929048049,40.60919207132569,47782748
2019-09-12,39.97920635370265,40.269442098167694,39.64589052377935,40.074087393684785,35832599
2019-09-13,39.47355810896577,39.655333969010485,39.230013246844095,39.41102682519862,63910126
2019-09-16,39.71278133449363,40.09283788237819,39.34155376432852,39.7343162881044,40954678
2019-09-17,39.64720322498263,39.901627490705344,39.367534043904875,39.61032433801637,23090642
2019-09-18,40.025797816143864,40.35464598668805,39.74863490006423,40.08346109812835,66258631
2019-09-19,40.323743874959774,40.65763514527116,40.138175487928095,40.406295813158316,67593159
2019-09-20,40.29514720304853,40.714315139136474,39.931923344285664,40.37740503433575,28088845
2019-09-23,39.749261927345735,40.17796499619705,39.37980488630969,39.85196236023963,61232190
2019-09-24,38.84176912232593,39.088461721371054,38.76674844695709,38.91516778966995,21600244
2019-09-25,38.69361827836235,38.93561512737185,38.28546820848339,38.65553035383557,25855977
2019-09-26,39.29627610798454,39.519404240426454,39.02523967342463,39.2064876185005,59285503
2019-09-27,39.43290869215549,39.67881526299428,39.24042084559357,39.358727169219335,74049726
2019-09-30,38.64224478057558,38.788156525587404,38.20962597263138,38.59936837602027,63277407
2019-10-01,38.63337974488225,39.09875773842329,38.35162258629259,38.72389331464256,46907353
2019-10-02,38.931598044521365,39.10668729161998,38.74568304362034,38.98090402806446,48648934
2019-10-03,38.40694707206797,38.688970244790625,38.323516334614176,38.45082556803526,43547455
2019-10-04,38.505010812181084,38.949338782456365,38.4179585168105,38.56286507140975,74882335
2019-10-07,38.61964705446666,38.927997264238336,38.32754838479702,38.61617028780287,12459507
2019-10-08,37.94155249819522,38.13642195726416,37.749710457649726,37.93346042281751,76290683
2019-10-09,38.13563428476178,38.52164141252832,37.757018814798805,38.16840889246927,17292306
2019-10-10,38.495951636806595,38.84209459278666,38.40633947399477,38.52975244191585,17518933
2019-10-11,39.29820904622441,39.6196187186069,39.09064602906796,39.220891585313076,38887817
2019-10-14,39.97501518857295,40.28945132019801,39.48568306019035,39.90574850268093,66848968
2019-10-15,39.00827432844994,39.384912131853824,38.68991302637543,39.05331158408874,35788031
2019-10-16,38.58455741757257,38.773571830006674,38.06182539382519,38.488999598073015,17642139
2019-10-17,38.93043151892681,38.98796034852054,38.45399381590585,38.82494840090515,73625792
2019-10-18,39.122334931832626,39.37264718590812,38.98068794321603,39.16304667130841,19030672
2019-10-21,39.47038114587355,39.77240965615172,39.16533589767032,39.50488670130035,61197278
2019-10-22,42.03707161253803,42.3884849714168,41.56466520972774,42.03565060070997,65719339
2019-10-23,42.552795783480875,42.76400695894788,42.06189983330235,42.44046754232141,42685284
2019-10-24,43.335698965646976,43.479930107409245,43.10111225595068,43.238071007416906,63304529
2019-10-25,43.818143588927974,44.057205795488365,43.644724833072104,43.922881751229525,73346416
2019-10-28,44.37444967211753,44.734547952785896,44.03650106923007,44.40302815107511,49365735
2019-10-29,44.213648750475365,44.44571407708004,43.73534919779757,44.199494872709195,48834379
2019-10-30,44.76048249489853,45.18984740450467,44.619793826728475,44.75964124481284,69696180
2019-10-31,44.148244066976176,44.37170637761508,44.02548347846838,44.229485741405796,25936565
2019-11-01,44.176949726003855,44.446315254567885,43.664733774325356,44.0820454626874,60128147
2019-11-04,43.80718442823091,44.26280462967445,43.263193685383264,43.760726085402545,11035598
2019-11-05,43.926691159283294,44.03813709883526,43.33409949489181,43.837812176066464,29289118
2019-11-06,45.610207762122826,45.84196790331275,45.01540001538119,45.512238768861884,43718376
2019-11-07,44.258350105863734,44.36143630057868,43.89317787236666,44.19249731348827,37856367
2019-11-08,44.684218730912356,45.08633898254786,44.53776225963984,44.700522638282386,12969852
2019-11-11,43.61036277329294,43.92813716029209,43.25331778636913,43.58145604202718,51505062
2019-11-12,43.18490198919059,43.56155512378989,43.08209885458714,43.2730842074751,32502043
2019-11-13,44.09936439666772,44.39234288570144,43.701610366408474,44.053466301385,16800541
2019-11-14,44.03374118210762,44.60700354074862,43.870578619630976,44.118646655763776,61690102
2019-11-15,43.4343943709607,43.59070447562916,43.14906521923408,43.383908623087635,58737346
2019-11-18,42.839904458510915,43.04696399504624,42.4617893775423,42.909521339459054,17689969
2019-11-19,43.29858601342733,43.86491809696286,43.01847844957249,43.39817145892928,13871018
2019-11-20,42.82710212676637,43.26491833838877,42.64446372264317,42.91328457833003,26223694
2019-11-21,42.952818064155366,43.55613090821092,42.59198066240622,43.08154776182933,19459412
2019-11-22,43.18898586498085,43.4935034379944,42.75513556903745,43.13237730660588,37603044
2019-11-25,42.76379178259442,43.14373330611096,42.39733764392233,42.70424471496839,17875639
2019-11-26,44.218401441587744,44.51806304646127,44.08029411658527,44.21443982338114,71818606
2019-11-27,44.59448705610157,45.12090478913723,44.33989827248772,44.68527964369716,24301576
2019-11-28,43.171909930555174,43.76554117482223,43.078562854618234,43.28005267180006,56378726
2019-11-29,43.30359790647809,43.782806846648064,43.076631168343894,43.42890010696365,31787497
2019-12-02,42.90459854885688,43.18973846619203,42.78306468865207,42.99081710279907,68030460
2019-12-03,43.70304844659143,43.83707927821883,43.31123422876993,43.600798765428515,50362075
2019-12-04,43.004000920508595,43.27700860132869,42.89762199929744,43.07079420150703,15210558
2019-12-05,42.97354101599425,43.235740647054136,42.65409097786179,43.011148761737715,21966251
2019-12-06,43.2768745384266,43.62936263851262,43.09496944873665,43.3795942549511,23012949
2019-12-09,43.93116661998828,44.35633941098968,43.725929781795905,44.00447068294224,29167127
2019-12-10,43.191850578872675,43.54497134971916,42.83085581791847,43.18686908474371,26208313
2019-12-11,43.00346870928576,43.26957335647555,42.51579320611873,42.975684237578946,66886493
2019-12-12,42.60434713105507,43.0338874563838,42.19343606763964,42.66954133078792,77226272
2019-12-13,42.13273306635256,42.402583831810254,41.744234827087936,42.24483425613468,44190863
2019-12-16,43.44628430301097,43.63948142477295,43.29480151512703,43.474708188311794,41351061
2019-12-17,43.70720674734597,43.976052157871415,43.34486670404131,43.777021455748915,52742328
2019-12-18,42.84979317884787,43.250915478535255,42.48865750869887,42.922017046574524,61568189
2019-12-19,43.69685277283796,43.791273510254825,43.34236317069264,43.57661718098026,79145585
2019-12-20,45.13340961825008,45.35223324571071,44.69061422677345,45.101937354866706,42738154
2019-12-23,45.88947826387043,46.176719263995636,45.532264840891315,45.87382287410585,20029521
2019-12-24,44.769596078217305,45.25389616074158,44.32023812284949,44.79223180473759,16087494
2019-12-25,44.44758176970443,44.60548659628557,44.31703003301958,44.46653936727321,32940401
2019-12-26,45.40866565545079,45.799038025046684,45.200690636687575,45.397523740153815,74658245
2019-12-27,44.959529191209654,45.31165578527272,44.71683270092173,44.90660321878019,35483622
2019-12-30,45.30186046115357,45.70795327109164,44.869665238004266,45.24698145716011,69971478
2019-12-31,45.74160718632013,46.35413263963426,45.5963699408562,45.83188851564644,31813333
2020-01-01,45.17753245206974,45.32122239397411,44.69387155379673,45.17750188892682,59429226
2020-01-02,45.13095706228085,45.35277125202031,44.61645513827568,45.15481015530753,52729836
2020-01-03,42.98740768164371,43.36281521071527,42.385057210841026,42.892051710858745,15408520
2020-01-06,42.24705023808487,42.51460755621903,41.930062951018904,42.21376411404226,76008862
2020-01-07,42.07064573995024,42.40236241677291,41.7300884252507,42.062442537395114,64990662
2020-01-08,41.15438206685622,41.6194659042801,40.946887249657124,41.24957090271826,15512460
2020-01-09,42.387051132808246,42.74617127233353,41.85472491505541,42.36020207877476,45547266
2020-01-10,41.3254118996452,41.89214603821612,41.081070284337684,41.42054563821461,42530400
2020-01-13,41.10826020401188,41.64110407675395,40.920597502081044,41.14845238885919,22512020
2020-01-14,41.16477516860547,41.64431718882108,40.922503151896294,41.25317859387599,49203166
2020-01-15,42.283220023108825,42.470426722927144,42.00605711555853,42.234547162085754,73635635
2020-01-16,41.22111819224716,41.74473551351127,40.88497173853651,41.293898164030054,75081121
2020-01-17,42.061225656698475,42.233444868813585,41.89148772333404,42.08853453973883,15194914
2020-01-20,42.21435499320839,42.32830296940001,41.83203365706465,42.11437342118051,14716302
2020-01-21,41.40324577629082,41.93624681311249,41.05778399900645,41.47682989069418,26379767
2020-01-22,41.805396760882616,42.02523658437989,41.390859390653354,41.80343908978786,79581919
2020-01-23,41.935347153472385,42.16485429586487,41.689346137587414,41.955669222358324,11327877
2020-01-24,41.45318228123997,41.74978272418952,41.3850315395807,41.57338155987679,34293885
2020-01-27,41.71171135558419,42.085436566456856,41.294663647015895,41.63857117828407,33794028
2020-01-28,41.29423238849709,41.711816050620406,41.00071501723736,41.401284707267685,72897108
2020-01-29,41.488808146324416,41.87174712585883,41.321066812536074,41.49521790741192,53848928
2020-01-30,41.971309753442405,42.17217543182714,41.70528100538404,41.95603482950728,75372277
2020-01-31,43.086891585947775,43.47660543135943,42.710697283152946,43.05371616867798,44226657
2020-02-03,42.27621569089741,42.643951774455914,41.90711022873578,42.22842199463372,54067405
2020-02-04,43.64944523410748,43.96828528449955,43.269948372258206,43.7141581744236,46625042
2020-02-05,42.26435978037805,42.67283156549612,42.119446706638584,42.38898880528151,35563517
2020-02-06,42.361919474947676,42.511957012983984,41.934130139646605,42.30520249864989,62304261
2020-02-07,42.73366687688697,43.22820795326931,42.59467830985955,42.724526408964095,18306931
2020-02-10,43.02294979953853,43.314647275760926,42.606679447965156,42.936359775747114,37781704
2020-02-11,42.611846233095285,43.01513814411423,42.20545836392425,42.529834669462154,57842145
2020-02-12,42.494884503845064,42.65054187750522,42.11460387363468,42.40752682183046,42648101
2020-02-13,42.08950469156471,42.515760088059324,41.93545326325333,42.09326917850279,30112921
2020-02-14,41.67532748241618,42.12966523289157,41.51703629728998,41.716970598331805,28121307
2020-02-17,42.38097120811264,42.697239084447695,41.971051502087334,42.30696155809876,60736118
2020-02-18,42.55603244654206,43.06612986026903,42.33299615747784,42.56847245779034,14329394
2020-02-19,42.03809326553401,42.3936265885663,41.8348931207875,42.1180901261461,78710071
2020-02-20,42.838983600759946,42.92647203315738,42.42439099328463,42.74793715827375,40215866
2020-02-21,43.07662307412454,43.366725272995026,42.53662558627842,42.97797318537022,36773069
2020-02-24,43.55137888674439,43.97678458200265,43.21934433750583,43.56018420611529,63326683
2020-02-25,43.908966197060955,44.3809309798856,43.59017329745021,44.021035020039605,71263884
2020-02-26,43.43130081485029,43.671829087445275,43.296860935659744,43.460551654931294,32980906
2020-02-27,43.17062732800796,43.4170660375083,42.70512162701601,43.09214679173766,60816075
2020-02-28,43.73528495803281,43.88358646478924,43.48047343097374,43.63010829178702,20806322
2020-03-02,43.999692501513444,44.37992628814649,43.76064195001342,44.07811467627844,24377746
2020-03-03,43.96867411928907,44.47144865399201,43.804775292383965,44.08320927658932,64290553
2020-03-04,44.28596233663594,44.61483063255961,43.87160273424893,44.18592087305471,23180114
2020-03-05,45.08885298499847,45.348448134813395,44.62990444376812,45.11879247864272,40913815
2020-03-06,44.72507188088535,45.011122702217875,44.32854148180403,44.713868115393566,41382041
2020-03-09,45.25402963856129,45.371995060603496,44.62603460607161,45.12729437643354,16191081
2020-03-10,44.88475382991591,45.21724035247578,44.714070967336355,45.00178599806642,62421532
2020-03-11,44.90543305537427,45.31642698288632,44.50756393282612,44.865506879871766,73886608
2020-03-12,45.56505432590405,46.19266004522434,45.453464325330565,45.68178808088845,64535747
2020-03-13,46.27532603725841,46.6031668050831,45.84609879817364,46.30992818713711,24220331
2020-03-16,47.02332483992507,47.395946043852845,46.44402870211181,46.93776258996307,51864172
2020-03-17,47.930926276326346,48.481015393165045,47.550018462228934,47.95006634144384,19900154
2020-03-18,48.130924901982446,48.497168725174944,47.81210250460356,47.98777285877154,50159561
2020-03-19,48.55328170702936,48.76154832866943,48.263979504471806,48.53608266901013,49726488
2020-03-20,48.26562562917349,48.87827445188416,47.91983389883973,48.317471584823316,78604894
2020-03-23,48.50899010332438,48.9010879811841,48.2337137983648,48.5905898379038,21237698
2020-03-24,48.467831959612134,48.80498785077637,47.965972142097165,48.51134065530544,31149688
2020-03-25,48.57137866299696,48.781692435536094,48.455981148912024,48.608554502855526,18313264
2020-03-26,48.968683156820106,49.45783769249078,48.80104007894459,49.0957290553626,30476613
2020-03-27,48.44105288513432,48.67199115314372,48.021767377410164,48.47899035190009,58624409
2020-03-30,50.14125488179666,50.41465494915355,49.814606999780814,50.15201594376593,45545799
